id	length	midBlast_Ctrl_rep1	midBlast_Ctrl_rep2	midBlast_Ctrl_rep3	midBlast_siTfap2c_rep1	midBlast_siTfap2c_rep2	midBlast_siTfap2c_rep3
2310067B10Rik	4996	211	292	314	181	222	104
2310068J16Rik	1121	13	7	13	16	33	25
2310069B03Rik	1831	2	3	12	12	18	13
2310069G16Rik	862	0	0	0	4	6	8
2310075C17Rik	449	0	0	0	0	0	1
2310079G19Rik	879	0	0	0	8	8	6
2310081J21Rik	1082	0	0	0	2	0	0
2400006E01Rik	1060	113	103	87	109	108	75
2410002F23Rik	1982	441	616	647	366	421	237
2410003L11Rik	612	34	36	48	69	77	82
2410004B18Rik	975	525	569	572	455	511	353
2410004I01Rik	954	0	0	0	0	12	11
2410004P03Rik	1798	6	2	2	32	14	33
2410006H16Rik	461	488	605	712	436	488	675
2410012E07Rik	1357	49	84	55	26	28	33
2410015M20Rik	755	239	211	190	162	178	188
2410016O06Rik	2346	386	426	536	422	476	354
2410017I17Rik	1511	4	3	4	2	19	3
2410018L13Rik	1407	50	59	64	29	40	23
2410021H03Rik	762	4	2	9	31	36	7
2410089E03Rik	10469	911	1340	1361	1262	1475	923
2410124H12Rik	705	0	1	0	9	3	6
2410127L17Rik	2094	1047	1257	1189	780	885	592
2410131K14Rik	2670	209	228	222	178	185	151
2410137M14Rik	865	3	8	2	5	5	9
2410141K09Rik	1719	160	221	228	57	93	63
2500002B13Rik	902	58	74	115	78	106	57
2500004C02Rik	1898	6	17	6	13	22	10
2510002D24Rik	1232	210	219	264	160	152	125
2510003B16Rik	548	12	1	11	16	29	8
2510009E07Rik	5164	47	106	42	83	73	48
2510039O18Rik	2731	884	1179	1092	520	675	420
2610001J05Rik	1803	337	365	424	60	66	63
2610002M06Rik	5841	22	32	18	70	63	76
2610005L07Rik	4009	420	528	484	282	346	219
2610008E11Rik	4229	26	129	77	91	123	82
2610015P09Rik	3643	194	215	221	178	212	169
2610016A17Rik	474	0	0	0	11	1	3
2610020C07Rik	2156	89	115	106	66	80	45
2610020H08Rik	2348	251	274	281	204	250	210
2610027K06Rik	2326	12	21	30	52	58	26
2610028E06Rik	3543	0	0	0	50	48	16
2610028H24Rik	1763	0	0	1	11	7	11
2610035D17Rik	1848	2	0	3	18	14	16
2610035F20Rik	1149	0	0	0	11	7	1
2610037D02Rik	3631	8	18	9	7	17	18
2610042L04Rik	1885	0	0	0	2	19	3
2610044O15Rik8	1776	100	134	154	144	166	282
2610100L16Rik	1363	0	0	0	1	3	8
2610203C22Rik	1245	2	5	11	6	7	15
2610206C17Rik	1717	17	16	22	17	20	24
2610301B20Rik	2118	70	74	98	28	11	20
2610305D13Rik	2561	970	1004	1359	552	584	681
2610306M01Rik	1034	32	38	58	18	20	35
2610307P16Rik	2716	10	12	16	31	39	49
2610316D01Rik	922	0	0	0	7	4	5
2610318N02Rik	1266	196	324	239	103	121	136
2610507B11Rik	7443	4695	6146	5798	3371	3743	2555
2610507I01Rik	2905	89	99	136	59	65	61
2610524H06Rik	945	269	272	315	190	139	120
2610528A11Rik	756	9	3	4	31	17	11
2610528J11Rik	915	312	360	439	67	92	36
2700029M09Rik	1183	746	1039	1076	461	499	638
2700038G22Rik	1370	145	156	151	78	116	50
2700046A07Rik	2133	0	0	1	5	23	28
2700046G09Rik	1641	33	43	41	50	53	44
2700049A03Rik	5763	669	718	856	357	431	326
2700054A10Rik	4348	6	20	17	34	24	50
2700060E02Rik	1510	1665	2151	2052	1154	1396	1308
2700062C07Rik	1032	358	553	555	382	480	335
2700069I18Rik	782	4	0	5	0	0	0
2700070H01Rik	1746	0	0	0	18	12	8
2700081O15Rik	4989	48	104	83	39	45	18
2700089I24Rik	1827	0	0	0	12	30	14
2700094K13Rik	679	473	545	479	121	171	147
2700097O09Rik	1187	181	222	197	140	209	209
2700099C18Rik	1275	377	495	493	248	246	163
2810001G20Rik	901	64	79	104	47	38	52
2810002D19Rik	1482	23	31	6	30	41	26
2810004N23Rik	1382	1714	2136	2109	1298	1343	1052
2810006K23Rik	2880	206	240	268	198	164	131
2810013P06Rik	2028	78	80	112	85	94	71
2810021J22Rik	4892	115	154	185	144	132	113
2810025M15Rik	1194	264	395	345	317	331	246
2810029C07Rik	1954	4	22	18	58	57	69
2810032G03Rik	1258	0	0	0	17	2	4
2810047C21Rik1	1644	4	4	0	2	18	4
2810049E08Rik	1102	0	0	0	4	8	3
2810403A07Rik	2999	977	1240	1330	1226	1584	975
2810403D21Rik	1005	24	15	27	20	40	10
2810404M03Rik	1245	0	0	0	3	5	2
2810405F15Rik	1549	0	0	0	0	0	0
2810408A11Rik	1674	6	0	18	23	21	16
2810408I11Rik	713	72	177	128	50	117	71
2810410L24Rik	1707	3	10	4	23	28	29
2810417H13Rik	2387	6	9	15	6	9	9
2810428I15Rik	657	277	390	392	264	283	233
2810429I04Rik	585	19	34	27	14	18	4
2810433D01Rik	1334	0	0	0	4	4	5
2810442N19Rik	919	0	0	0	10	6	15
2810454H06Rik	2825	2	6	16	12	28	28
2810459M11Rik	3331	4	2	4	72	31	48
2810468N07Rik	1349	0	0	4	4	0	10
2810471M01Rik	1597	4	0	0	22	4	6
2810474O19Rik	6149	2675	3401	3462	2175	2779	2107
2900005J15Rik	2033	0	8	2	13	20	12
2900008C10Rik	1360	0	0	0	14	3	10
2900009J06Rik	464	1	4	1	1	6	2
2900011O08Rik	2355	6	11	4	21	4	10
2900026A02Rik	5838	91	88	80	111	103	64
2900041M22Rik	1344	0	0	0	12	5	3
2900052N01Rik	2585	0	2	6	36	6	22
2900055J20Rik	726	0	0	0	0	0	10
2900057B20Rik	1016	2	4	6	17	6	14
2900060B14Rik	597	58	56	26	36	43	45
2900076A07Rik	854	35	64	46	43	47	22
2900079G21Rik	6716	4	0	0	39	26	17
2900092C05Rik	851	0	2	0	6	0	12
2900092D14Rik	2841	0	0	0	14	9	12
2900097C17Rik	4917	2702	3496	3439	3274	3676	2304
3000002C10Rik	1278	10	26	34	37	48	6
3010001F23Rik	1150	0	1	1	5	2	3
3010026O09Rik	1140	246	335	286	215	231	185
3100003L05Rik	664	1	3	2	4	1	8
3110001I22Rik	1611	116	152	142	110	103	82
3110002H16Rik	2129	1657	2027	2204	1688	1937	1524
3110009E18Rik	1089	32	38	39	28	24	29
3110009F21Rik	1621	0	0	4	0	0	2
3110015C05Rik	938	0	0	1	5	4	22
3110021A11Rik	824	2	2	12	8	10	6
3110021N24Rik	1812	222	232	201	57	66	46
3110035E14Rik	3187	4	11	16	18	35	16
3110039I08Rik	6965	2	0	2	8	50	46
3110039M20Rik	854	0	0	0	6	0	0
3110040N11Rik	857	173	191	195	85	93	78
3110043O21Rik	3198	81	107	117	57	57	70
3110045C21Rik	1135	11	18	18	7	23	23
3110052M02Rik	4367	48	40	34	48	40	37
3110056K07Rik	1588	48	47	57	62	69	49
3110057O12Rik	2492	47	42	44	88	112	123
3110062M04Rik	3725	39	38	62	56	61	36
3110070M22Rik	1128	1	0	0	2	1	10
3110079O15Rik	462	0	0	8	0	11	5
3110082I17Rik	1461	681	778	782	393	486	385
3110082J24Rik	767	0	0	0	3	2	4
3110099E03Rik	2644	0	0	1	0	6	5
3200001D21Rik	2283	6	25	5	12	27	20
3300002I08Rik	648	11	56	40	26	25	39
3300002P13Rik	1092	0	0	0	11	3	1
3300005D01Rik	1281	2	6	0	17	28	30
3425401B19Rik	5547	18	28	10	24	33	45
3632451O06Rik	2748	2	2	8	22	14	24
3632454L22Rik	5236	0	0	0	6	2	18
3830403N18Rik	1020	0	1	8	5	1	17
3830406C13Rik	2559	164	201	161	115	142	111
3830408C21Rik	1898	10	8	2	9	8	6
3830417A13Rik	1649	4	0	2	2	8	8
3830432H09Rik	2414	0	7	12	35	27	16
3930402G23Rik	2847	0	0	2	4	6	27
4430402I18Rik	2152	0	4	2	26	15	31
4631405J19Rik	1231	3	5	0	10	12	4
4632404H12Rik	2951	16	4	2	19	28	46
4632415L05Rik	4114	112	126	162	56	96	46
4632427E13Rik	669	75	81	84	70	79	61
4632428C04Rik	2428	4	2	2	10	12	14
4632428N05Rik	4846	32	59	70	80	89	51
4732416N19Rik	551	0	0	1	0	0	2
4732456N10Rik	2534	0	0	4	19	31	17
4732471J01Rik	4328	23	43	50	30	42	36
4732490B19Rik	2446	2	2	4	4	15	21
4732491K20Rik	3174	4	20	10	40	18	16
4831407H17Rik	1188	10	4	0	13	5	22
4831440E17Rik	4677	40	88	96	96	109	94
4833411C07Rik	1202	0	0	3	12	14	15
4833412C05Rik	1083	0	0	2	5	10	26
4833415N18Rik	1000	4	7	2	15	6	4
4833417C18Rik	1319	11	18	22	21	29	24
4833418N02Rik	1530	10	5	16	15	22	7
4833419F23Rik	881	0	0	0	6	5	8
4833420G17Rik	2700	226	340	281	304	307	215
4833422C13Rik	5617	0	0	0	2	9	5
4833422M21Rik	1365	4	6	0	24	14	18
4833423E24Rik	1685	1	3	1	18	9	14
4833427F10Rik	1475	0	0	2	20	24	10
4833427G06Rik	775	0	0	0	10	0	0
4833428L15Rik	1259	1	0	2	6	17	9
4833439L19Rik	2674	937	1161	996	738	835	495
4921501E09Rik	3916	6	4	4	6	9	12
4921504A21Rik	2156	0	2	0	2	12	6
4921504E06Rik	2004	2	6	2	5	11	9
4921506M07Rik	1479	3	2	6	8	11	13
4921507L20Rik	1550	40	39	44	15	42	26
4921507P07Rik	2334	6	4	4	25	43	43
4921508D12Rik	1075	6	8	2	50	35	30
4921509C19Rik	2682	0	0	0	16	20	28
4921509O07Rik	2567	0	1	0	16	15	14
4921511C10Rik	1463	37	67	52	30	56	21
4921511C20Rik	1606	0	0	0	0	0	4
4921511H03Rik	1046	0	0	4	15	7	8
4921511I17Rik	1341	1	1	2	4	3	10
4921511M17Rik	3936	0	0	0	0	0	0
4921513I03Rik	1747	6	1	4	27	22	24
4921515E04Rik	2309	0	0	2	4	2	2
4921517D22Rik	3142	1	2	2	15	22	27
4921518K17Rik	3390	0	0	4	10	17	13
4921524J17Rik	1595	540	827	829	892	1146	1188
4921524L21Rik	1480	0	6	3	13	20	28
4921525O09Rik	3272	0	0	4	8	31	14
4921529L05Rik	1518	0	0	0	9	14	17
4921530L21Rik	1156	0	0	0	6	0	4
4921531C22Rik	1905	14	35	24	60	69	67
4921531P14Rik	522	0	0	0	0	1	2
4921533I20Rik	1000	0	0	2	2	1	9
4921534H16Rik	2838	0	2	0	6	8	3
4921536K21Rik	2618	33	27	43	55	26	47
4921539E11Rik	2448	0	2	1	9	0	24
4922502D21Rik	1566	0	0	0	2	2	17
4922502H24Rik	405	0	0	0	8	0	4
4922502N22Rik	1149	0	0	0	6	2	2
4930401C15Rik	865	2	0	0	28	28	23
4930401O10Rik	787	0	0	0	6	14	12
4930401O12Rik	841	0	0	0	0	0	0
4930402F06Rik	1371	0	0	3	3	18	10
4930402F11Rik	1000	0	0	0	0	3	2
4930402H24Rik	4951	696	930	983	747	845	697
4930402K13Rik	1781	0	0	8	2	6	0
4930404A05Rik	712	2	0	0	1	1	3
4930404H11Rik	767	0	0	0	6	3	8
4930404I05Rik	978	20	13	10	14	14	10
4930404N11Rik	695	51	53	55	48	57	31
4930405A10Rik	976	0	0	0	8	5	6
4930405A21Rik	995	2	11	3	26	23	13
4930405D11Rik	649	2	3	7	3	0	2
4930405J17Rik	629	81	87	160	74	152	51
4930405L22Rik	581	0	1	0	0	2	0
4930405O22Rik	956	24	25	28	16	3	4
4930406D18Rik	691	2	0	0	0	1	4
4930407G08Rik	698	0	0	0	4	7	7
4930407I10Rik	4673	4	4	2	56	36	62
4930407I19Rik	923	1	0	0	13	8	28
4930412B13Rik	1276	0	0	0	7	4	3
4930412C18Rik	3969	2	7	1	24	17	20
4930412O13Rik	4039	82	70	130	30	36	36
4930413E15Rik	1290	0	1	0	7	0	12
4930413F20Rik	1096	0	0	0	9	4	9
4930413G21Rik	1402	159	251	257	257	291	165
4930413M19Rik	600	0	0	0	0	2	1
4930414N06Rik	610	15	26	10	4	12	19
4930415F15Rik	753	0	0	0	5	10	10
4930415L06Rik	2618	0	0	2	0	6	1
4930415O20Rik	566	0	4	8	7	6	0
4930417O13Rik	1093	0	0	0	2	8	11
4930417O22Rik	1185	2	5	2	4	23	14
4930419G24Rik	1058	0	0	0	0	1	7
4930423M02Rik	1205	0	0	0	9	5	3
4930425K10Rik	741	0	0	0	17	1	5
4930425L21Rik	871	3	12	6	4	8	6
4930425O10Rik	1418	0	0	0	0	8	8
4930426D05Rik	1621	0	0	0	2	6	1
4930426L09Rik	1486	0	0	0	16	6	14
4930427A07Rik	3355	338	369	408	194	186	119
4930428D20Rik	540	0	0	0	0	4	0
4930428E07Rik	919	0	0	0	1	3	15
4930428G15Rik	807	0	2	0	13	32	25
4930428O21Rik	1740	0	0	0	4	12	10
4930429B21Rik	1950	0	6	9	14	34	15
4930429D17Rik	1624	0	5	0	14	5	14
4930429F11Rik	1616	0	0	0	5	2	10
4930429F24Rik	1520	1	7	12	15	7	17
4930430A15Rik	1838	2	0	0	0	12	4
4930430F08Rik	2419	70	107	97	64	79	60
4930430F21Rik	804	0	0	0	3	2	5
4930430J02Rik	448	3	0	0	12	10	18
4930431F12Rik	2262	0	0	1	10	11	11
4930431P03Rik	2282	0	0	0	8	7	8
4930432J09Rik	3132	0	0	0	4	12	10
4930432K21Rik	2494	37	73	90	82	112	49
4930432M17Rik	1127	0	0	0	0	2	2
4930433B08Rik	646	0	0	0	4	0	1
4930433I11Rik	2022	0	0	0	9	2	1
4930433N12Rik	1382	0	6	8	15	13	18
4930434J06Rik	1548	0	1	0	7	5	14
4930435E12Rik	1368	2	0	0	6	12	10
4930438E09Rik	776	0	0	0	19	4	11
4930440C22Rik	1565	0	0	0	0	0	0
4930440I19Rik	1038	0	0	0	4	10	27
4930441H08Rik	499	0	0	0	2	3	7
4930441J16Rik	516	0	0	0	2	2	2
4930442J19Rik	1466	0	0	0	2	0	1
4930442L01Rik	2051	48	32	63	68	38	15
4930443O20Rik	1443	10	7	2	17	11	7
4930444F02Rik	4202	0	0	4	19	30	33
4930444G20Rik	1771	0	0	1	14	20	8
4930444M15Rik	1658	12	20	9	19	26	13
4930444P10Rik	1844	29	17	29	39	59	57
4930445N18Rik	886	4	4	2	9	0	3
4930447A16Rik	587	0	1	0	16	10	9
4930447C04Rik	1910	97	148	137	213	232	212
4930447F24Rik	1414	2	1	6	21	21	14
4930447J18Rik	825	0	0	0	4	4	3
4930447K03Rik	1033	1	1	0	14	12	5
4930447M23Rik	2338	0	0	6	19	22	35
4930447N08Rik	1156	0	0	0	6	6	8
4930448C13Rik	806	0	0	0	7	4	6
4930448F12Rik	859	0	0	0	0	1	7
4930448H16Rik	604	0	0	0	3	7	8
4930448I06Rik	573	0	0	0	0	0	2
4930448I18Rik	733	0	0	0	1	0	7
4930448K20Rik	1433	0	0	0	4	2	6
4930449E01Rik	601	0	1	0	0	9	15
4930449E18Rik	391	0	0	0	7	13	13
4930449I24Rik	1168	0	0	0	0	5	7
4930451G09Rik	2832	74	57	61	47	50	30
4930451I11Rik	475	8	6	2	4	14	11
4930452A19Rik	590	0	0	0	3	6	15
4930452B06Rik	2751	88	95	126	51	44	46
4930452G13Rik	1080	7	4	12	1	4	5
4930452N14Rik	613	0	0	0	11	14	3
4930453H23Rik	1719	0	4	6	12	16	14
4930453L07Rik	1439	0	0	0	10	4	9
4930453N24Rik	1331	567	630	667	322	389	363
4930455B14Rik	1097	0	1	4	3	2	6
4930455C13Rik	1016	16	16	17	31	9	10
4930455D15Rik	1616	5	8	2	9	9	11
4930455F16Rik	936	1	2	0	16	9	6
4930455G09Rik	629	0	0	13	21	28	14
4930455H04Rik	1341	0	0	0	4	7	12
4930455J16Rik	1627	0	0	1	6	12	7
4930456L15Rik	1185	0	0	0	14	8	20
4930459C07Rik	1207	0	0	0	0	3	3
4930459L07Rik	418	0	0	0	0	0	0
4930461G14Rik	780	29	20	25	32	23	17
4930463O16Rik	2329	0	0	0	13	13	18
4930465K10Rik	1262	8	13	10	22	9	14
4930465M20Rik	1443	0	0	0	0	4	19
4930467D21Rik	2995	6	11	12	8	10	17
4930467E23Rik	2589	0	0	0	3	2	5
4930467K11Rik	723	0	0	0	0	8	7
4930469G21Rik	954	0	0	6	4	0	6
4930470H14Rik	1734	0	3	0	3	3	7
4930470O06Rik	660	0	0	0	0	3	2
4930470P17Rik	1395	0	2	0	1	8	3
4930471C04Rik	865	0	0	0	6	3	6
4930471G03Rik	669	42	58	44	41	30	22
4930471M09Rik	1112	0	2	3	0	8	10
4930473A02Rik	1409	27	52	46	26	25	13
4930473O22Rik	1465	2	0	0	2	8	2
4930474G06Rik	2663	0	0	0	4	0	1
4930474H20Rik	1479	0	0	1	6	5	3
4930474M22Rik	613	0	0	0	0	2	10
4930474N05Rik	839	0	2	0	0	2	12
4930474N09Rik	1176	0	0	3	5	7	3
4930477N07Rik	686	0	0	0	8	4	2
4930478L05Rik	1880	16	4	6	8	35	6
4930478P22Rik	2060	0	1	0	3	12	8
4930479D17Rik	740	1	0	1	4	6	9
4930480E11Rik	1486	0	0	0	2	2	0
4930480G23Rik	1259	0	0	0	1	2	3
4930480K15Rik	2199	0	0	0	6	0	4
4930480K23Rik	3755	33	27	28	12	22	47
4930480M12Rik	550	0	0	0	2	4	2
4930481A15Rik	2165	4	0	2	11	25	13
4930482G09Rik	828	0	0	0	4	8	1
4930483J18Rik	1094	16	20	22	25	19	29
4930483K19Rik	1237	19	17	19	29	18	12
4930483O08Rik	1030	4	3	0	6	2	12
4930484H19Rik	1750	0	0	0	10	25	17
4930486F22Rik	563	0	0	0	0	9	0
4930486I03Rik	786	0	0	1	7	0	2
4930486L24Rik	1373	21	26	13	14	12	41
4930487D11Rik	341	1	0	0	0	1	2
4930487H11Rik	895	0	5	0	0	0	6
4930488B22Rik	1722	0	0	0	16	20	10
4930488L21Rik	1862	0	0	6	2	16	12
4930500F04Rik	576	0	0	0	1	7	7
4930500L23Rik	745	37	75	129	76	82	41
4930502A04Rik	865	0	0	0	1	7	5
4930502E09Rik	755	10	0	4	11	0	5
4930502E18Rik	1203	6	2	0	36	4	28
4930503B20Rik	1014	0	0	0	0	3	2
4930503E14Rik	1289	12	7	1	4	10	2
4930503E24Rik	1333	0	0	0	0	0	9
4930503F20Rik	984	0	0	0	8	4	5
4930503H13Rik	635	0	0	0	4	2	4
4930503L19Rik	2291	2	3	5	15	11	15
4930503O07Rik	578	0	0	0	5	0	8
4930504C09Rik	1101	0	0	4	6	10	5
4930504O13Rik	598	4	0	0	8	3	2
4930505A04Rik	925	0	0	0	3	6	2
4930505G20Rik	561	0	0	0	2	0	3
4930505K13Rik	547	0	0	0	0	5	0
4930505K14Rik	515	0	0	0	0	4	2
4930506A18Rik	1028	0	0	0	2	2	4
4930506C21Rik	975	21	24	19	17	33	23
4930507D05Rik	2194	31	40	62	32	29	32
4930507D10Rik	1152	0	0	2	18	12	18
4930509E16Rik	1191	6	7	9	9	8	5
4930509J09Rik	1526	0	0	0	8	16	12
4930509K18Rik	1810	0	0	0	6	3	14
4930511A02Rik	1935	0	2	0	9	15	8
4930511A08Rik	392	10	11	9	4	2	9
4930511E03Rik	2232	0	0	0	6	9	10
4930511M06Rik	3432	0	2	0	11	2	14
4930512B01Rik	1421	17	34	32	19	43	23
4930512J16Rik	1859	0	0	2	6	13	18
4930512M02Rik	729	0	0	0	0	2	4
4930513D17Rik	1202	0	0	0	0	6	2
4930513N10Rik	2803	53	86	96	124	88	90
4930513O06Rik	802	0	0	0	3	0	12
4930515B02Rik	593	0	0	0	0	8	0
4930515G01Rik	1251	50	34	40	45	52	42
4930515G16Rik	466	0	0	0	0	2	8
4930515L03Rik	485	0	0	0	0	1	0
4930515L19Rik	769	0	0	0	0	4	3
4930517E11Rik	1457	0	0	0	0	0	0
4930517M08Rik	975	0	0	4	7	2	9
4930518J21Rik	573	0	0	0	26	3	3
4930518P08Rik	1185	0	4	0	2	2	10
4930519D14Rik	1136	0	0	0	4	17	21
4930519F09Rik	1545	0	0	0	8	16	12
4930519F16Rik	1166	10	28	42	30	21	13
4930519F24Rik	577	0	0	0	0	0	2
4930519G04Rik	2041	10	5	11	15	11	22
4930519H02Rik	968	0	0	0	6	10	10
4930519K11Rik	464	0	0	0	4	7	5
4930520O04Rik	1255	16	53	34	42	44	10
4930520P13Rik	505	0	0	0	0	0	0
4930521E06Rik	906	8	0	0	0	2	0
4930522H14Rik	968	4	2	1	2	2	4
4930522O17Rik	452	0	0	0	2	0	8
4930523C07Rik	5390	2	0	0	11	21	23
4930523O13Rik	1298	0	0	0	0	2	12
4930524B15Rik	1959	0	5	2	8	3	13
4930524B17Rik	1870	0	6	0	4	7	5
4930524C18Rik	1895	0	0	4	14	14	4
4930524N10Rik	919	0	0	0	5	0	2
4930524O05Rik	592	0	2	0	0	8	0
4930524O08Rik	1451	0	0	2	9	7	6
4930525C09Rik	805	0	0	0	0	7	1
4930525D18Rik	936	2	2	6	12	5	6
4930525G20Rik	2987	4	4	12	8	11	13
4930526H09Rik	1178	0	0	0	11	1	16
4930526I15Rik	1215	62	66	86	88	73	28
4930526L06Rik	1020	0	0	0	8	6	2
4930527F14Rik	734	0	4	0	2	1	8
4930527G23Rik	581	0	0	0	0	0	5
4930528A17Rik	2122	17	16	4	22	23	20
4930528D03Rik	1239	2	2	0	21	2	17
4930528G23Rik	1723	0	0	0	23	0	9
4930528H21Rik	494	0	0	0	0	0	1
4930528P14Rik	507	0	0	0	0	6	4
4930529C04Rik	3531	0	0	0	14	42	12
4930529K09Rik	622	0	0	0	3	0	3
4930529L06Rik	297	0	1	0	11	0	3
4930532I03Rik	1841	1	0	0	0	10	5
4930532M18Rik	481	0	0	0	7	15	14
4930533B01Rik	1029	2	5	7	19	22	16
4930533N22Rik	1527	0	0	0	11	1	6
4930533P14Rik	583	0	0	0	2	0	0
4930538K18Rik	1504	0	3	8	23	28	23
4930539C22Rik	970	0	0	0	6	3	6
4930539E08Rik	4594	48	70	67	47	55	48
4930539J05Rik	499	36	24	32	23	41	25
4930539M17Rik	848	5	6	5	10	12	5
4930539N22Rik	1077	0	0	2	2	8	10
4930540M03Rik	433	0	1	0	7	5	8
4930542C21Rik	954	2	0	0	8	18	4
4930542D17Rik	1362	2	0	0	10	10	14
4930543E12Rik	1427	0	0	0	8	12	6
4930543N07Rik	1117	0	0	0	4	6	15
4930544D05Rik	653	4	4	4	4	6	14
4930544G11Rik	1444	0	0	0	4	0	2
4930544M13Rik	1412	0	0	0	0	6	5
4930545E07Rik	862	0	0	0	0	6	4
4930545H06Rik	769	0	0	4	7	6	4
4930545L23Rik	2502	0	0	0	6	14	24
4930546C10Rik	2322	1	1	0	14	8	12
4930546K05Rik	3539	0	5	0	4	20	18
4930547E08Rik	541	2	7	12	10	5	3
4930547E14Rik	549	0	0	0	4	2	2
4930548G14Rik	1185	0	0	0	3	3	0
4930548H24Rik	1427	106	84	88	91	130	80
4930548J01Rik	731	0	0	0	10	7	5
4930548K13Rik	561	0	1	0	0	1	1
4930549C01Rik	670	0	0	0	6	6	6
4930549C15Rik	1267	0	0	2	8	0	8
4930549G23Rik	580	34	42	40	37	34	29
4930550C14Rik	1237	24	32	49	83	113	105
4930550C17Rik	1411	4	0	3	4	10	17
4930550L24Rik	1572	817	776	650	428	596	150
4930552N02Rik	1188	0	0	0	0	14	8
4930552P12Rik	2496	7	12	10	35	14	10
4930553C11Rik	793	0	0	0	0	6	15
4930553E22Rik	539	0	0	0	2	0	1
4930554C24Rik	1084	0	0	0	1	1	3
4930554G24Rik	1603	0	0	0	4	2	2
4930554H23Rik	2540	1	2	0	9	18	45
4930554I06Rik	589	2	1	0	2	2	4
4930555B11Rik	1533	0	4	0	17	30	5
4930555B12Rik	280	0	0	0	0	0	0
4930555G01Rik	2065	0	0	0	8	2	6
4930555G21Rik	538	2	0	0	5	2	8
4930555K05Rik	544	0	0	0	1	0	12
4930556C24Rik	907	0	0	0	9	10	13
4930556G01Rik	891	2	11	15	2	4	12
4930556J02Rik	677	0	0	0	2	7	12
4930556M19Rik	4350	63	81	46	60	66	73
4930556N09Rik	1015	0	0	0	5	8	2
4930556N13Rik	1034	53	71	69	38	35	49
4930557A04Rik	550	2	2	1	0	4	0
4930557F10Rik	637	0	2	0	0	13	7
4930557J02Rik	1075	4	1	6	4	2	6
4930557K07Rik	362	21	15	12	9	11	7
4930558C23Rik	734	15	41	8	19	6	5
4930558F17Rik	1572	0	0	0	2	1	0
4930558G05Rik	585	0	0	2	3	0	1
4930558J18Rik	2052	105	135	99	88	65	25
4930558K02Rik	1164	0	0	0	12	4	10
4930559C10Rik	650	0	0	0	0	0	3
4930562C15Rik	3829	46	54	102	71	90	68
4930562F07Rik	887	0	0	0	0	0	0
4930563D23Rik	2679	0	6	4	16	16	6
4930563E18Rik	1553	2	0	2	6	32	9
4930563E22Rik	3313	2	23	10	6	22	24
4930563F08Rik	515	6	13	5	4	11	12
4930563H07Rik	628	0	0	0	2	2	1
4930563M20Rik	558	0	0	0	2	1	8
4930563M21Rik	792	4	6	1	3	8	3
4930564B18Rik	869	0	1	0	7	9	10
4930564C03Rik	1182	12	6	2	11	22	6
4930564D02Rik	737	0	0	2	6	9	34
4930565D16Rik	1112	0	0	0	5	17	12
4930565N06Rik	2416	78	85	120	77	77	71
4930567H12Rik	955	0	1	0	5	18	10
4930567H17Rik	840	0	0	2	14	11	8
4930567J20Rik	709	1	0	0	1	2	2
4930567K12Rik	1281	0	0	0	1	2	8
4930567K20Rik	444	0	0	0	0	0	3
4930568D16Rik	1227	0	0	0	13	14	22
4930568E12Rik	781	0	3	0	4	4	7
4930568G15Rik	998	0	0	0	6	0	2
4930570G19Rik	4170	0	0	0	6	7	7
4930571K23Rik	2153	0	0	0	8	8	15
4930571O06Rik	418	0	0	0	0	0	2
4930572K03Rik	931	1	1	0	10	2	5
4930572O03Rik	1167	6	3	7	18	16	22
4930572O13Rik	774	0	0	0	0	6	2
4930573O16Rik	407	0	0	0	4	5	7
4930577N17Rik	1647	26	12	18	25	18	0
4930578C19Rik	1799	0	4	0	4	6	9
4930578E11Rik	2140	0	0	2	6	7	7
4930578I06Rik	1033	0	1	0	1	1	7
4930578M01Rik	907	2	2	2	24	23	10
4930578N18Rik	511	0	0	0	0	2	2
4930579F01Rik	1715	0	0	8	41	16	36
4930579G18Rik	1461	86	94	97	67	41	42
4930579G24Rik	1969	68	93	86	52	79	47
4930579H20Rik	1516	0	1	0	1	6	1
4930579J19Rik	851	4	0	0	6	11	15
4930579K19Rik	1152	2	2	4	8	11	20
4930579P08Rik	1227	0	0	0	5	9	7
4930581F22Rik	2402	22	30	31	24	17	17
4930583K01Rik	883	6	0	0	2	9	14
4930583P06Rik	733	0	0	0	0	3	0
4930584F24Rik	1188	0	0	2	5	0	9
4930586N03Rik	881	4	2	0	4	4	3
4930587E11Rik	983	0	0	0	3	4	2
4930590J08Rik	3395	43	63	58	52	72	43
4930590L20Rik	551	0	0	0	0	1	2
4930591A17Rik	735	34	30	21	58	46	48
4930591E09Rik	486	0	0	0	6	5	0
4930592A05Rik	1006	0	0	0	3	0	12
4930592I03Rik	987	17	7	1	27	11	10
4930593A02Rik	938	0	0	0	6	14	15
4930593C16Rik	583	0	0	2	5	11	4
4930594C11Rik	2755	79	92	91	51	55	32
4930594O21Rik	1139	0	2	0	18	41	22
4930595D18Rik	818	24	21	21	20	15	19
4930595M18Rik	2645	0	0	0	2	0	6
4930596D02Rik	1162	2	0	2	4	3	15
4930596I21Rik	460	34	53	42	25	31	25
4930597A21Rik	698	0	0	3	7	12	12
4930597G03Rik	1140	0	0	0	12	6	5
4930598F16Rik	761	0	0	0	4	6	4
4930599N23Rik	880	11	11	10	15	13	13
